,rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings
314,15,Ludo Star 2,597656,10000000,4,2.8,5.5,0.0,BOARD,416103,46952,33058,18737,82805
315,16,Çanak Okey Plus,575124,10000000,4,0.4,0.8,0.0,BOARD,445724,24956,15105,8122,81214
316,17,Okey,567662,10000000,4,0.2,0.4,0.0,BOARD,460779,36966,21660,10130,38125
317,18,Checkers,554532,100000000,4,1.4,3.0,0.0,BOARD,371827,69515,37892,18726,56569
318,19,1LINE – One Line with One Touch,482155,50000000,4,0.8,1.9,0.0,BOARD,350353,50622,27688,14084,39405
319,20,BINGO!,470850,10000000,4,0.3,0.7,0.0,BOARD,396719,31773,15341,6226,20788
320,21,LANDLORD TYCOON Business Management Investing Game,467655,5000000,4,0.4,0.8,0.0,BOARD,339411,65520,18573,8821,35327
321,22,Backgammon Plus,466525,5000000,3,2212.2,0.2,0.0,BOARD,271493,22728,15722,8505,148075
322,23,Bingo Bash featuring MONOPOLY: Live Bingo Games,447613,10000000,4,0.0,0.0,0.0,BOARD,344284,45999,23309,12179,21840
323,24,Real Chess,404907,10000000,4,0.5,0.9,0.0,BOARD,257543,65328,27088,11958,42987
324,25,Chess Free,402345,50000000,4,0.0,0.0,0.0,BOARD,281427,84152,18717,4956,13091
325,26,Mahjong Epic,391135,5000000,4,0.1,0.3,0.0,BOARD,277978,88322,18138,2358,4337
326,27,Tic Tac Toe,356365,50000000,4,0.1,0.3,0.0,BOARD,243769,40684,24296,11208,36405
327,28,Dominos Online Jogatina: Dominoes Game Free,353244,10000000,4,0.8,1.6,0.0,BOARD,232140,57146,27330,9795,26830
328,29,Backgammon Free,351361,10000000,4,0.2,0.5,0.0,BOARD,232675,65416,21279,8961,23027
329,30,Mahjong City Tours: Free Mahjong Classic Game,335347,5000000,4,2.6,5.0,0.0,BOARD,288443,26221,7586,3620,9475
330,31,Bingo Party - Free Classic Bingo Games Online,313765,5000000,4,0.7,1.3,0.0,BOARD,247479,34766,16068,5498,9951
331,32,Rento - Dice Board Game Online,312477,10000000,4,0.4,0.9,0.0,BOARD,181755,52704,24745,11079,42191
332,33,Snakes & Ladders King,303060,50000000,3,0.1,0.3,0.0,BOARD,189271,25883,21636,13961,52307
333,34,Game of Dice,295628,5000000,4,0.2,0.3,0.0,BOARD,194900,45677,20155,8733,26161
334,35,Pinball Pro,282866,10000000,4,0.0,0.0,0.0,BOARD,190032,46076,23927,6933,15895
335,36,Checkers Online Elite,277062,10000000,4,0.0,0.0,0.0,BOARD,186130,33342,18640,8135,30813
336,37,Woody Block Puzzle ®,276518,10000000,4,0.4,0.8,0.0,BOARD,195563,43630,12654,6916,17752
337,38,Gaple-Domino QiuQiu Poker Capsa Slots Game Online,267286,5000000,4,3.6,9.4,0.0,BOARD,216554,19173,11667,5256,14634
338,39,Backgammon - Narde,264663,10000000,4,0.9,2.0,0.0,BOARD,196888,23316,7163,4340,32954
339,40,Bingo Pop: Free Live Multiplayer Bingo Board Games,263074,10000000,4,0.7,1.3,0.0,BOARD,206440,26008,11760,5865,12999
340,41,RISK: Global Domination,261799,10000000,4,1.6,3.2,0.0,BOARD,186942,34906,13333,6552,20064
341,42,Slots: Epic Jackpot Slots Games Free & Casino Game,257492,1000000,4,0.9,2.0,0.0,BOARD,234050,11006,4005,1777,6651
342,43,Yalla Ludo - Ludo&Domino,256773,50000000,4,8.2,20.5,0.0,BOARD,195552,14301,10068,6125,30724
343,44,Tap Color - Color by number. Coloring Game,256158,10000000,4,0.3,0.7,0.0,BOARD,202678,19491,11109,6294,16584
344,45,Onnect - Pair Matching Puzzle,242006,10000000,4,0.8,2.2,0.0,BOARD,161104,36953,11231,7784,24932
345,46,Ludo SuperStar,237706,50000000,4,3.2,6.4,0.0,BOARD,152766,23513,14002,10385,37038
346,47,Domino Gaple TopFun(Domino QiuQiu):Free dan online,228476,1000000,4,0.1,0.2,0.0,BOARD,180118,13063,9967,5143,20184
347,48,Chess - Clash of Kings,221378,10000000,4,3.1,8.2,0.0,BOARD,155994,33820,12131,4574,14856
348,49,Cờ Tỷ Phú - Co Ty Phu ZingPlay - Board Game,221279,5000000,4,1.3,1.8,0.0,BOARD,184719,9219,5639,2509,19189
349,50,"Colorscapes - Color by Number, Coloring Games",219916,10000000,4,4.8,10.4,0.0,BOARD,190920,12118,6114,2732,8029
350,51,Ludo Talent- Online Ludo&Chatroom,207685,10000000,4,3.7,6.3,0.0,BOARD,138317,22597,12774,6990,27005
351,52,Mahjong Master,206953,10000000,4,0.1,0.3,0.0,BOARD,159460,31048,8926,2908,4608
352,53,Backgammon Free - Lord of the Board - Table Game,200804,5000000,4,2.3,4.9,0.0,BOARD,147818,11277,6510,3918,31278
353,54,YAHTZEE® With Buddies Dice Game,199569,10000000,4,1.6,3.4,0.0,BOARD,122036,28805,14402,10209,24114
354,55,Sudoku Free,193778,5000000,4,0.0,82.3,0.0,BOARD,139962,43688,6448,1179,2499
355,56,Fun 101 Okey,190736,5000000,4,1.1,2.3,0.0,BOARD,159290,6177,3043,1955,20268
356,57,Tile Craft - Triple Crush: Puzzle matching game,189798,5000000,4,0.8,2.4,0.0,BOARD,130404,35555,15055,3097,5684
357,58,Dice With Buddies™ Free - The Fun Social Dice Game,183337,5000000,4,0.2,0.5,0.0,BOARD,114799,27401,13296,8750,19089
358,59,Travelling Millionaire,183016,5000000,3,0.0,0.1,0.0,BOARD,113744,11105,9547,5602,43015
359,60,Çanak Okey - Mynet,175837,5000000,4,0.1,0.1,0.0,BOARD,121928,10437,8149,4406,30915
360,61,Reversi Free,175718,5000000,4,0.1,0.2,0.0,BOARD,114159,37346,11296,3368,9546
361,62,Rummikub®,173571,5000000,4,2.4,4.9,0.0,BOARD,143591,13315,4405,2750,9508
362,63,Tile Master - Classic Triple Match & Puzzle Game,169696,50000000,4,3.8,13.4,0.0,BOARD,124263,11055,8516,6437,19422
363,64,Ludo,162936,50000000,4,6.5,12.8,0.0,BOARD,114317,17059,9620,5048,16890
364,65,Carrom King™ - Best Online Carrom Board Pool Game,160744,50000000,4,3.9,42875.2,0.0,BOARD,106470,17372,9565,5473,21862
365,66,Fleet Battle - Sea Battle,158521,10000000,4,1.6,3.3,0.0,BOARD,108183,26837,11124,3535,8839
366,67,Numberzilla - Number Puzzle | Board Game,151671,10000000,4,4.7,11.4,0.0,BOARD,94437,20567,13519,6540,16605
367,68,Slots: VIP Deluxe Slot Machines Free - Vegas Slots,151004,5000000,4,0.0,0.1,0.0,BOARD,136805,6439,2289,1159,4309
368,69,Domino QiuQiu KiuKiu Online(koin gratis),149633,1000000,4,1.3,2.5,0.0,BOARD,129492,5996,3944,2091,8108
369,70,Mahjong Titan,141110,10000000,4,0.0,0.1,0.0,BOARD,99540,32990,6680,890,1010
370,71,Einstein's Riddle Logic Puzzles,140706,1000000,4,0.7,1.4,0.0,BOARD,106667,25275,5275,1430,2056
371,72,Ludo All Star - Play Online Ludo Game & Board Game,138105,10000000,4,2.2,3.8,0.0,BOARD,102104,10047,6688,4638,14626
372,73,Four In A Line Free,134398,5000000,4,0.0,0.0,0.0,BOARD,82092,34320,10335,2776,4873
373,74,Coloring Book - Color by Number & Paint by Number,131464,10000000,4,3.2,7.0,0.0,BOARD,103785,11277,5757,2467,8175
374,75,인생역전윷놀이,126466,1000000,3,0.1,15483.9,0.0,BOARD,68210,21237,16060,4827,16130
375,76,Chess Online - Duel friends online!,122235,5000000,4,5.7,10.7,0.0,BOARD,82530,22097,8396,2557,6652
376,77,Slot Casino - Slot Machines,116322,10000000,4,0.0,0.0,0.0,BOARD,74028,16366,10328,4770,10827
377,78,Loco Parchís - Magic Ludo & Mega dice! USA Vip Bet,111670,1000000,4,0.1,0.3,0.0,BOARD,69697,14357,6508,3569,17536
378,79,Carrom 3D,111627,10000000,3,0.2,0.5,0.0,BOARD,66986,11332,7797,4952,20558
379,80,lichess • Free Online Chess,111431,5000000,4,3.0,6.5,0.0,BOARD,88631,10037,3309,1639,7811
380,81,Chess for Android,109162,10000000,4,0.0,0.1,0.0,BOARD,72559,13043,8357,3114,12088
381,82,Truth or Dare — Dirty Party Game for Adults 18+,104859,10000000,4,0.5,0.9,0.0,BOARD,63550,14139,8933,4526,13709
382,83,Chess Royale: Play and Learn Free Online,104158,5000000,4,9.4,21.9,0.0,BOARD,64626,16981,7777,3110,11661
383,84,Loto Online,103101,5000000,4,0.6,1.3,0.0,BOARD,71430,6210,4930,3160,17370
384,85,Chess Online,102300,5000000,4,2.1,4.8,0.0,BOARD,69504,14461,6902,2820,8611
385,86,Praia Bingo - Bingo Games + Slot + Casino,100639,5000000,4,1.5,3.1,0.0,BOARD,71102,9612,5095,2947,11880
386,87,Dr. Chess,100315,1000000,4,0.2,0.2,0.0,BOARD,68732,12596,7028,2559,9397
387,88,Domino! The world's largest dominoes community,99283,5000000,4,0.2,0.4,0.0,BOARD,63654,17539,6861,3316,7910
388,89,🐍 Snakes and Ladders - Free Board Games 🎲,97958,10000000,4,16.5,30.6,0.0,BOARD,61897,10411,8335,4489,12824
389,90,Super Bingo HD: Bingo Games,96841,1000000,4,0.0,0.1,0.0,BOARD,69120,13560,6990,2520,4650
390,91,Onet 3D - Classic Link Puzzle,95383,10000000,4,6.0,17.2,0.0,BOARD,69374,14596,4246,1916,5248
391,92,Color by Number: Free Coloring Games - Paint Book,94264,10000000,4,1.3,3.1,0.0,BOARD,65804,8875,5468,3396,10718
392,93,Okey Extra,93977,1000000,4,0.4,0.8,0.0,BOARD,82738,2739,1215,707,6575
393,94,Ludo Neo-Classic : King of the Dice Game,92835,10000000,4,0.4,0.6,0.0,BOARD,61320,9118,5819,3789,12787
394,95,Domino Qiu Qiu Online:Domino 99（QQ）,92620,1000000,4,1.3,3.6,0.0,BOARD,73551,5890,4236,1963,6977
395,96,Dr. Gomoku,92362,5000000,3,0.1,0.1,0.0,BOARD,52380,14466,8352,3196,13966
396,97,Mind Games (Challenging brain games),91738,10000000,4,293.1,0.2,0.0,BOARD,57069,12037,6182,2937,13510
397,98,Ultimate Jewel,89195,1000000,4,0.1,0.2,0.0,BOARD,67405,14192,3528,1379,2688
398,99,OKEY,82144,1000000,4,2.3,5.1,0.0,BOARD,64478,7127,3558,1670,5308
399,100,Backgammon Offline,80887,1000000,4,1.0,2.0,0.0,BOARD,48946,11333,7651,2607,10348
400,1,Yu-Gi-Oh! Duel Links,2113853,50000000,4,0.4,0.9,0.0,CARD,1541203,217812,103751,54390,196694
401,2,Hearthstone,1765570,10000000,3,0.3,0.5,0.0,CARD,960279,190763,105553,74294,434678
402,3,Solitaire,1590733,100000000,4,0.4,0.9,0.0,CARD,1117298,308402,82191,25750,57090
406,4,World Series of Poker WSOP Texas Holdem Poker,1418398,50000000,4,0.8,1.6,0.0,CARD,980671,195988,81079,37547,123112
407,5,Live Hold’em Pro Poker - Free Casino Games,1120832,10000000,4,0.0,0.1,0.0,CARD,703247,191160,84161,35024,107238
408,6,Pyramid Solitaire Saga,1069313,10000000,4,0.1,0.3,0.0,CARD,791561,173283,54038,15776,34652
409,7,UNO!™,926432,50000000,4,3.6,6.9,0.0,CARD,679554,83354,43036,22743,97743
410,8,Solitaire Grand Harvest,881563,10000000,4,3.1,5.8,0.0,CARD,687097,115002,29330,13767,36364
411,9,Solitaire TriPeaks: Play Free Solitaire Card Games,654922,10000000,4,1.1,2.1,0.0,CARD,457634,120229,36631,12570,27855
412,10,Solitaire,648068,50000000,4,0.0,0.0,0.0,CARD,1117298,308402,82191,25750,57090
416,11,Gin Rummy Plus,561518,10000000,4,0.8,1.6,0.0,CARD,426538,60455,24904,10746,38873
417,12,Spider Solitaire,533216,10000000,4,1.1,2.4,0.0,CARD,396321,89813,23855,6905,16319
418,13,Solitaire,507250,50000000,4,0.9,1.9,0.0,CARD,1117298,308402,82191,25750,57090
422,14,Truco Blyts,501154,10000000,4,0.6,1.2,0.0,CARD,353392,85751,30329,9306,22372
423,15,Poker Games: World Poker Club,494492,10000000,4,0.6,1.2,0.0,CARD,405050,31047,9361,5998,43034
424,16,Legends of Runeterra,485069,10000000,4,1.6,3.3,0.0,CARD,389106,51098,13716,6473,24675
425,17,Deck Heroes: Legacy,469770,10000000,4,0.0,0.0,0.0,CARD,341845,41158,25636,13347,47782
426,18,Durak Online,467621,10000000,3,37994.4,2.6,0.0,CARD,275963,46108,26591,15940,103016
427,19,Solitaire,406124,10000000,4,0.3,0.7,0.0,CARD,1117298,308402,82191,25750,57090
431,20,Poker Heat™ - Free Texas Holdem Poker Games,374842,5000000,4,0.2,0.3,0.0,CARD,279209,46731,11785,6217,30897
432,21,Solitaire,353226,10000000,4,0.1,0.2,0.0,CARD,241310,65576,20366,8114,17858
433,22,Dummy & Toon Poker Texas slot Online Card Game,350853,5000000,4,0.1,0.2,0.0,CARD,256571,35754,18091,7763,32671
434,23,Fairway Solitaire Blast,337505,5000000,4,0.0,0.0,0.0,CARD,270355,51158,10680,1976,3334
435,24,피망 뉴맞고 : 고스톱으로 대한민국 1등,325427,10000000,3,0.4,0.7,0.0,CARD,184232,41857,24227,10264,64845
436,25,Conquian Zingplay: el mejor juego de cartas gratis,321884,1000000,4,1.8,4.5,0.0,CARD,269993,31051,10360,2940,7539
437,26,GWENT: The Witcher Card Game,320403,1000000,4,2.1,4.7,0.0,CARD,253370,43423,9203,3437,10967
438,27,Spider Solitaire,313503,10000000,4,0.1,0.2,0.0,CARD,247002,49280,8994,2338,5886
439,28,Order & Chaos Duels,311834,1000000,4,0.0,0.0,0.0,CARD,204963,59535,18594,7042,21697
440,29,Spades Plus - Card Game,305751,10000000,4,0.4,0.9,0.0,CARD,239774,24103,11159,6631,24083
441,30,Governor of Poker 2 - OFFLINE POKER GAME,290160,5000000,4,0.1,0.3,0.0,CARD,181785,42321,20426,10233,35392
442,31,"Jawaker Trix, Tarneeb, Baloot, Hand & More",281352,10000000,4,5.3,11.6,0.0,CARD,199329,10974,7664,4036,59346
443,32,Buraco Canasta Jogatina: Card Games For Free,265004,10000000,4,0.2,1.2,0.0,CARD,177294,36354,18820,8577,23957
444,33,Governor of Poker 3 - Free Texas Holdem Card Games,263341,5000000,4,1.0,2.0,0.0,CARD,190221,26703,9851,5793,30771
445,34,Texas Hold'em & Omaha Poker: Pokerist,245912,10000000,4,0.6,1.2,0.0,CARD,159956,26398,12115,6172,41269
446,35,Indian Rummy: Play Rummy Game Online,240095,10000000,4,0.6,1.1,0.0,CARD,158888,27598,14303,7201,32103
447,36,RummyCircle - Play Indian Rummy Online | Card Game,232276,10000000,4,0.7,1.2,0.0,CARD,154927,28783,11168,5738,31658
448,37,FreeCell Solitaire,230415,10000000,4,0.5,1.2,0.0,CARD,169079,43639,8617,2639,6438
449,38,TopFun Domino QiuQiu:Domino99 (KiuKiu),211163,5000000,4,0.8,1.6,0.0,CARD,141282,14863,12545,7859,34611
450,39,Spades Royale - Best Online Spades Card Games App,208319,1000000,4,1.7,3.5,0.0,CARD,175964,12836,6602,3371,9544
451,40,Solitaire TriPeaks Journey - Klondike Card Games,205537,5000000,4,1.6,3.4,0.0,CARD,156282,28591,12716,3029,4918
452,41,Durak,202598,5000000,4,0.1,0.2,0.0,CARD,145751,24108,8139,4224,20373
453,42,Spades Free,200923,5000000,4,0.0,0.0,0.0,CARD,137772,38789,11720,4586,8053
454,43,Domino QiuQiu 2020 - Domino 99 · Gaple online,194946,5000000,4,3.4,69441.4,0.0,CARD,158260,10262,8488,4393,13540
455,44,Scopa - Free Italian Card Game Online,191804,5000000,3,1.1,2.1,0.0,CARD,115344,20710,10774,7259,37715
456,45,Microsoft Solitaire Collection,178476,5000000,4,1.5,3.1,0.0,CARD,135825,19743,7755,4561,10590
457,46,Solitaire Arena,177098,1000000,4,0.0,0.0,0.0,CARD,121906,34850,10285,3125,6930
458,47,Mango Capsa Susun,174545,5000000,3,0.2,0.4,0.0,CARD,96745,13756,10747,6368,46927
459,48,Solitaire,172895,5000000,4,0.2,0.4,0.0,CARD,136067,21789,6870,2356,5811
462,49,Soccer Spirits,170875,1000000,4,0.0,0.0,0.0,CARD,111965,21094,10487,6272,21054
463,50,Belote.com - Free Belote Game,170181,1000000,4,55880.6,5.3,0.0,CARD,116976,33175,10188,3336,6503
464,51,Solitaire,164757,5000000,4,0.1,0.1,0.0,CARD,136067,21789,6870,2356,5811
467,52,Polskie Złote Zdrapki,163771,1000000,4,0.1,0.2,0.0,CARD,123907,22509,8782,2537,6034
468,53,Solitaire,157757,5000000,4,1.0,2.7,0.0,CARD,136067,21789,6870,2356,5811
471,54,Truco ZingPlay: Jogo de cartas online grátis,155922,1000000,4,0.2,0.4,0.0,CARD,115228,10542,7061,4284,18804
472,55,ไพ่แคง - มีดัมมี่ ป๊อกเด้ง ไฮโล เก้าเก,155644,5000000,4,2.1,4.3,0.0,CARD,129663,10105,5550,2561,7763
473,56,Fairway Solitaire - Card Game,154738,5000000,4,0.6,1.4,0.0,CARD,116190,23913,7511,2297,4824
474,57,Solitaire: classic card game,153690,5000000,4,1.5,3.4,0.0,CARD,136827,9554,2785,1257,3264
475,58,Dummy Hero,152145,1000000,4,0.2,0.3,0.0,CARD,102186,25534,13116,3079,8228
476,59,Solitaire Collection,150087,5000000,4,0.4,1.1,0.0,CARD,121848,19155,4401,1457,3224
477,60,Reigns,146718,500000,4,0.1,0.1,2.99,CARD,108356,25417,5887,2868,4187
478,61,Solitaire Classic,145613,5000000,4,0.7,1.6,0.0,CARD,114843,19267,5656,1668,4177
479,62,Solitaire!,145481,10000000,4,0.0,0.0,0.0,CARD,106115,27404,6189,1966,3803
480,63,The Elder Scrolls: Legends,143615,1000000,3,0.1,0.1,0.0,CARD,85985,19159,9904,5796,22768
481,64,Solitaire,142577,10000000,4,1.4,2.9,0.0,CARD,114899,14187,5903,2100,5485
482,65,Spider Solitaire,140758,10000000,4,0.4,1.0,0.0,CARD,106869,21050,6134,1638,5065
484,66,Rummy 45 - Remi Etalat,138755,1000000,4,0.8,1.8,0.0,CARD,117683,11887,3998,1196,3988
485,67,三國殺名將傳,137405,500000,4,0.2,0.4,0.0,CARD,92609,18503,10976,3668,11646
486,68,Classic Solitaire,136367,1000000,4,0.1,0.3,0.0,CARD,101950,25090,4293,1417,3614
487,69,Eredan Arena PVP,127654,1000000,4,0.0,0.0,0.0,CARD,96817,11631,5555,3667,9982
488,70,뉴 한판 맞고 (데이터 필요없는 무료 고스톱),127104,1000000,4,0.0,0.0,0.0,CARD,76095,26217,12177,3596,9016
489,71,Descarte,126880,5000000,4,0.3,0.6,0.0,CARD,83483,19818,9609,3609,10359
490,72,Spider Solitaire,125561,10000000,4,0.8,1.7,0.0,CARD,106869,21050,6134,1638,5065
492,73,Phase 10: World Tour,124281,1000000,4,4.3,9.0,0.0,CARD,91703,12202,4426,3912,12034
493,74,Pokémon TCG Online,121295,5000000,4,0.9,1.9,0.0,CARD,85332,14387,6518,3129,11927
494,75,애니팡 맞고,116379,1000000,3,0.1,0.7,0.0,CARD,58634,16991,13211,6370,21171
495,76,Belote Multiplayer,115102,1000000,4,1.3,3.1,0.0,CARD,65184,33291,10404,1957,4263
496,77,피망 섯다,113870,1000000,4,0.5,0.5,0.0,CARD,74180,16081,8035,3008,12563
497,78,大富豪BEST,113663,1000000,4,0.0,0.1,0.0,CARD,63095,32122,11977,1919,4548
498,79,BlackJack 21 - Online Blackjack multiplayer casino,113566,5000000,4,0.2,0.3,0.0,CARD,83970,12489,4286,2178,10641
499,80,Solitaire Showtime: Tri Peaks Solitaire Free & Fun,111394,1000000,4,5.7,121.1,0.0,CARD,78190,20777,8995,1557,1874
500,81,한게임 신맞고 : 대한민국 원조 고스톱,109280,1000000,3,2.3,3.5,0.0,CARD,62429,14950,9248,3981,18670
501,82,Absolute Bingo- Free Bingo Games Offline or Online,109069,10000000,4,0.0,0.1,0.0,CARD,85752,15131,4027,1369,2788
502,83,Batak HD - İnternetsiz Batak,107962,10000000,4,0.2,0.4,0.0,CARD,67747,14080,8338,3145,14649
503,84,Mega Hit Poker: Texas Holdem,107933,1000000,4,3.6,6.2,0.0,CARD,78082,14437,5008,2001,8403
504,85,Spider Solitaire,107183,5000000,4,1.1,1.5,0.0,CARD,83092,16456,3117,1348,3167
505,86,Solitaire,106773,5000000,4,4.3,8.9,0.0,CARD,90322,9155,3306,1009,2979
508,87,LG Smart Truco,106689,5000000,4,0.2,0.6,0.0,CARD,68707,14719,7514,4051,11695
509,88,Solitaire Cruise: Classic Tripeaks Cards Games,103958,5000000,4,10.0,27.8,0.0,CARD,70597,18028,8210,1847,5273
510,89,Gin Rummy Free,103945,1000000,4,0.1,0.3,0.0,CARD,66476,25258,6709,1739,3759
511,90,Solitaire,102434,10000000,4,4.7,13.1,0.0,CARD,90322,9155,3306,1009,2979
514,91,Solitaire - Make Free Money & Play the Card Game,101659,1000000,4,1.3,2.8,0.0,CARD,67959,14879,8459,2829,7529
515,92,Solitaire: Super Challenges,100719,1000000,4,0.0,0.1,0.0,CARD,69497,20485,5637,1307,3791
516,93,Solitaire,98872,10000000,4,0.2,0.5,0.0,CARD,90322,9155,3306,1009,2979
519,94,Solitaire Tripeaks: Farm Adventure,97299,1000000,4,1.4,3.1,0.0,CARD,73069,13513,5613,1787,3315
520,95,Cribbage Classic,97018,1000000,4,0.7,1.3,0.0,CARD,68858,21134,3377,1368,2278
521,96,Tien Len - Southern Poker,94069,10000000,4,0.1,0.3,0.0,CARD,67229,9785,8896,2076,6080
522,97,Otogi: Spirit Agents,91698,1000000,4,0.0,0.1,0.0,CARD,59670,16308,6950,2426,6341
523,98,Happy Scratch,90695,1000000,4,0.3,0.8,0.0,CARD,75861,4012,2827,1602,6391
524,99,Epic Cards Battle(TCG),90585,1000000,4,74.3,148.5,0.0,CARD,56281,19515,8904,2133,3749
525,100,Age of Ishtaria - A.Battle RPG,88866,1000000,4,0.0,0.0,0.0,CARD,49649,16835,7470,3670,11240
526,1,Zynga Poker™ – Free Texas Holdem Online Card Games,2582669,50000000,4,393.4,0.7,0.0,CASINO,1821678,301722,110833,52012,296421
527,2,Slotomania™ Slots: Casino Slot Machine Games,1822223,50000000,4,0.8,1.7,0.0,CASINO,1293272,259642,102017,42902,124388
528,3,Teen Patti Gold – Indian Family Card Game,1529589,50000000,4,1.0,1.9,0.0,CASINO,1210258,112027,46530,24581,136190
529,4,Teen Patti by Octro - Real 3 Patti Game,1494419,50000000,4,0.3,0.5,0.0,CASINO,1080443,110156,68549,41577,193691
530,5,Coin Dozer: Sweepstakes,1485440,50000000,4,0.3,0.6,0.0,CASINO,1102560,158208,85517,34400,104752
531,6,House of Fun: Play Casino Slots,1418336,10000000,4,0.9,1.6,0.0,CASINO,1065696,180009,82885,28435,61309
532,7,Scatter Slots - Las Vegas Casino Game 777 Online,1259099,10000000,4,0.9,1.9,0.0,CASINO,933699,202401,78707,14826,29463
533,8,Lucky Day - Win Real Rewards,1006982,10000000,3,0.2,0.5,0.0,CASINO,649353,60917,44026,37669,215015
534,9,Jackpot Party Casino Games: Spin FREE Casino Slots,925068,10000000,4,1.0,1.9,0.0,CASINO,671012,153638,52961,14029,33425
535,10,Huuuge Casino™ Free Slots & Best Slot Machines 777,755734,10000000,4,0.4,1.0,0.0,CASINO,533316,88102,42476,19261,72576
536,11,DoubleU Casino - Free Slots,664469,10000000,4,0.6,1.2,0.0,CASINO,458507,97014,48182,19338,41426
537,12,Jackpot Slot Machines - Slots Era™ Vegas Casino,649856,5000000,4,0.8,1.8,0.0,CASINO,476204,106016,39009,8107,20518
538,13,Caesars Slots: Casino Slots game,617349,10000000,4,0.9,1.8,0.0,CASINO,424459,77519,39348,19359,56661
539,14,myVEGAS Slots: Las Vegas Casino Games & Slots,616294,10000000,4,0.0,0.0,0.0,CASINO,457055,82563,30766,13683,32225
540,15,DH Texas Poker - Texas Hold'em,583815,10000000,4,0.0,0.1,0.0,CASINO,380317,79701,41575,16718,65502
541,16,Gold Fish Casino Slots - FREE Slot Machine Games,556639,10000000,4,0.3,0.5,0.0,CASINO,459497,44454,15369,7774,29543
542,17,BLACKJACK!,544905,10000000,4,0.0,0.1,0.0,CASINO,392404,100738,26490,5663,19608
543,18,Hit it Rich! Lucky Vegas Casino Slot Machine Game,493071,5000000,4,0.2,0.5,0.0,CASINO,344195,68441,30992,14931,34510
544,19,Cash Frenzy™ Casino – Free Slots Games,485882,10000000,4,0.2,0.5,0.0,CASINO,404060,44200,14354,6230,17036
545,20,Wizard of Oz Free Slots Casino,482246,10000000,4,0.4,0.9,0.0,CASINO,377560,57203,20891,7865,18725
546,21,Dummy ดัมมี่ ไพ่แคง เกมไพ่ฟรี,477132,10000000,4,227105.7,2.2,0.0,CASINO,367411,48463,28359,9074,23822
547,22,Full House Casino - Free Vegas Slots Machine Games,455282,5000000,4,0.1,0.1,0.0,CASINO,365871,33169,22482,7247,26511
548,23,Slots (Golden HoYeah) - Casino Slots,431936,10000000,4,0.6,1.1,0.0,CASINO,299466,49060,33254,12770,37384
549,24,Luxy Poker-Online Texas Holdem,423010,5000000,4,0.3,0.7,0.0,CASINO,298900,42958,25401,11181,44567
550,25,Vegas Slots - DoubleDown Casino,422035,10000000,4,0.5,1.1,0.0,CASINO,286143,56390,26064,15856,37580
551,26,Texas HoldEm Poker Deluxe,401912,10000000,4,0.0,0.0,0.0,CASINO,280648,56377,27394,8958,28533
552,27,เก้าเกไทย,394704,10000000,4,0.1,0.3,0.0,CASINO,309185,26459,17197,8513,33346
553,28,Cashman Casino: Casino Slots Machines! 2M Free!,392274,10000000,4,1.1,2.2,0.0,CASINO,289544,46703,20683,9892,25450
554,29,Slots: Heart of Vegas™ – Free Casino Slots Games,377401,10000000,4,0.3,0.6,0.0,CASINO,258486,45068,23157,11678,39010
555,30,Casino Jackpot Slots - Infinity Slots™ 777 Game,367694,1000000,4,0.1,0.1,0.0,CASINO,278174,55844,18491,4517,10665
556,31,my KONAMI Slots - Casino Games & Fun Slot Machines,351166,5000000,4,0.5,1.2,0.0,CASINO,248240,47419,22591,9903,23011
557,32,POP! Slots ™- Free Vegas Casino Slot Machine Games,343727,10000000,4,2.8,6.1,0.0,CASINO,277118,21504,10762,6273,28067
558,33,Tycoon Casino Free Slots: Vegas Slot Machine Games,333168,5000000,4,0.9,2.0,0.0,CASINO,293637,16901,7210,3485,11931
559,34,GSN Casino: Slots and Casino Games - Vegas Slots,318101,10000000,4,0.2,0.4,0.0,CASINO,218298,35139,19922,11200,33540
560,35,Slots Pharaoh's Way Casino Games & Slot Machine,316679,10000000,4,0.1,0.2,0.0,CASINO,252941,33956,12697,4255,12827
561,36,Lotsa Slots - Free Vegas Casino Slot Machines,313214,10000000,4,3.2,7.8,0.0,CASINO,244252,38385,15608,4462,10504
562,37,Big Fish Casino - Play Slots and Casino Games,312113,10000000,4,0.0,0.0,0.0,CASINO,238241,41399,13246,4698,14526
563,38,Tiến lên Miền Nam - Tiến Lên - ZingPlay,306937,10000000,4,0.8,1.6,0.0,CASINO,248156,14000,6875,3866,34038
564,39,Club Vegas 2021: New Slots Games & Casino bonuses,306128,5000000,4,4.9,12.1,0.0,CASINO,266535,19491,6879,2721,10498
565,40,麻將 明星3缺1麻將–台灣16張麻將Mahjong 、SLOT、Poker,292630,5000000,4,0.5,0.9,0.0,CASINO,207533,29742,13572,5187,36593
566,41,Billionaire Casino Slots - The Best Slot Machines,272892,10000000,4,1.1,2.4,0.0,CASINO,194550,29431,13763,6678,28469
567,42,Jackpot World™ - Free Vegas Casino Slots,272095,5000000,4,225.1,5.5,0.0,CASINO,206509,33265,13164,4388,14767
568,43,"GAMEE Prizes - Play Free Games, WIN REAL CASH!",266126,10000000,4,5550.2,14.5,0.0,CASINO,176379,35942,22679,9287,21836
